start
0.0911576 -0.00517441
0.0967035 0.000371471
0.00975713 0.0401778
0.0157788 0.0563397
0.0622461 0.118017
0.00238986 0.0530909
0.0280192 0.0635099
0.0211277 0.0870391
0.0159758 0.0311861
0.00211108 0.0173214
0.00258687 0.0279374
0.00813276 0.0334833
0.0125301 0.0429507
0.0139574 0.0747987
0.00211108 0.0173214
0.00603262 0.0161728
0.00995414 0.0150242
0.0065084 0.0267888
0.000486717 0.0106269
0.0125301 0.0429507
0.0016353 0.0067054
0.00325966 0.0133999
0.00995414 0.0150242
0.00488403 0.0200943
0.00211108 0.0173214
0.0065084 0.0267888
-0.00113766 0.00393245
0.0016353 0.0067054
0.00440824 0.00947836
0.00603262 0.0161728
-0.00113766 0.00393245
0.00278388 0.00278388
0.00488403 0.0200943
0.0115785 0.0217187
0.00211108 0.0173214
0.00603262 0.0161728
0.0016353 0.0067054
-0.00066185 0.0145485
0.00440824 0.00947836
0.00765696 0.0228673
0.00880554 0.0189458
-0.00113766 0.00393245
0.00440824 0.00947836
0.00718118 0.0122513
0.0226703 0.0328105
0.000486717 0.0106269
0.00488403 0.0200943
0.00440824 0.00947836
0.00278388 0.00278388
0.00440824 0.00947836
0.00278388 0.00278388
0.00440824 0.00947836
0.00488403 0.0200943
-0.00113766 0.00393245
0.00555682 0.00555682
0.0143514 0.0244917
0.00718118 0.0122513
-0.00113766 0.00393245
0.00278388 0.00278388
0.000486717 0.0106269
0.00440824 0.00947836
0.00440824 0.00947836
1.09375e-05 1.09375e-05
0.00393245 -0.00113766
0.00555682 0.00555682
1.09375e-05 1.09375e-05
0.00555682 0.00555682
0.00278388 0.00278388
0.00947836 0.00440824
0.0212429 0.000962496
1.09375e-05 1.09375e-05
0.0223915 -0.00295903
1.09375e-05 1.09375e-05
0.00555682 0.00555682
0.0279374 0.00258687
1.09375e-05 1.09375e-05
0.026313 -0.00410759
0.0177972 0.0127271
1.09375e-05 1.09375e-05
0.00393245 -0.00113766
0.029086 -0.00133467
0.00278388 0.00278388
0.0380776 -0.00755334
0.00278388 0.00278388
0.0958337 0.0400625
1.09375e-05 1.09375e-05
0.00393245 -0.00113766
0.0380776 -0.00755334
1.09375e-05 1.09375e-05
0.00278388 0.00278388
0.0392262 -0.0114749
0.109223 0.0433113
0.00393245 -0.00113766
0.00278388 0.00278388
0.0419991 -0.00870192
0.00393245 -0.00113766
0.00278388 0.00278388
1.09375e-05 1.09375e-05
0.0419991 -0.00870192
1.09375e-05 1.09375e-05
0.0196186 -0.00573197
0.00393245 -0.00113766
1.09375e-05 1.09375e-05
0.00785397 -0.00228624
0.00393245 -0.00113766
0.0223915 -0.00295903
0.00393245 -0.00113766
1.09375e-05 1.09375e-05
0.029086 -0.00133467
0.01847 -0.00181045
0.0413263 0.00583561
1.09375e-05 1.09375e-05
1.09375e-05 1.09375e-05
0.0419991 -0.00870192
0.00278388 0.00278388
1.09375e-05 1.09375e-05
0.0106269 0.000486717
1.09375e-05 1.09375e-05
1.09375e-05 1.09375e-05
0.0106269 0.000486717
0.00393245 -0.00113766
0.0106269 0.000486717
0.00278388 0.00278388
0.00393245 -0.00113766
0.0235401 -0.00688055
1.09375e-05 1.09375e-05
0.0212429 0.000962496
0.0576853 -0.0132962
0.00278388 0.00278388
0.0133999 0.00325966
1.09375e-05 1.09375e-05
0.0279374 0.00258687
0.0067054 0.0016353
0.0341561 -0.00640477
0.0251645 -0.000186071
0.0588338 -0.0172178
0.0251645 -0.000186071
0.0586368 0.00793576
0.00278388 0.00278388
0.0117755 -0.00343481
0.0173214 0.00211108
0.0240159 0.00373544
0.0537637 -0.0121477
1.09375e-05 1.09375e-05
0.0251645 -0.000186071
0.0173214 0.00211108
0.0240159 0.00373544
0.00278388 0.00278388
0.0212429 0.000962496
0.0341561 -0.00640477
0.0251645 -0.000186071
0.0279374 0.00258687
0.00278388 0.00278388
0.0251645 -0.000186071
1.09375e-05 1.09375e-05
0.0106269 0.000486717
0.0318589 0.00143829
0.0251645 -0.000186071
0.0279374 0.00258687
0.00393245 -0.00113766
0.0173214 0.00211108
0.0067054 0.0016353
0.0106269 0.000486717
0.00785397 -0.00228624
0.015697 -0.00458339
0.0311861 0.0159758
0.0240159 0.00373544
0.0240159 0.00373544
0.0436235 -0.00200745
0.0330075 -0.00248325
0.0279374 0.00258687
0.0307103 0.00535981
0.0256402 0.0104299
0.0547153 0.00908433
0.060737 0.0252462
0.0228673 0.00765696
0.0284132 0.0132029
0.0547153 0.00908433
0.0217187 0.0115785
0.0574882 0.0118573
0.0284132 0.0132029
0.0535667 0.0130059
0.0267888 0.0065084
0.047545 -0.00315604
0.0452479 0.00468703
0.0362562 0.0109057
0.0240159 0.00373544
0.0311861 0.0159758
0.0307103 0.00535981
0.0436235 -0.00200745
0.0362562 0.0109057
0.039702 -0.000858858
0.0351076 0.0148272
0.0535667 0.0130059
0.0267888 0.0065084
0.0457236 0.015303
0.0284132 0.0132029
0.0484966 0.018076
0.0535667 0.0130059
0.0424749 0.00191407
0.0244917 0.0143514
0.0535667 0.0130059
0.0346319 0.00421123
0.0413263 0.00583561
0.0542395 -0.00153165
0.0429507 0.0125301
0.0362562 0.0109057
0.0330075 -0.00248325
0.0284132 0.0132029
0.0447721 -0.00592898
0.0385534 0.00306265
0.0390292 0.0136787
0.039702 -0.000858858
0.0295618 0.00928135
0.0535667 0.0130059
0.0547153 0.00908433
0.0637069 0.00286564
0.0452479 0.00468701
0.0351076 0.0148272
0.0535667 0.0130059
0.0385534 0.00306265
0.0547153 0.00908433
0.0436235 -0.00200745
0.0390292 0.0136787
0.0256402 0.0104299
0.0390292 0.0136787
0.0362562 0.0109057
0.0357805 0.000289708
0.0436235 -0.00200745
